prakrit	english
चय महिलं मुह-कडुयं,चय मित्तं नत्थि जत्थ सब-भावं,चय सामियं अ-दायं,चयाहि परिभूया वासं च.	To choose a woman's face Is bitterness, to choose a friend Is not wisdom at all, To choose politeness is dishonesty, And kindness is the nature of love.
आलत्तं चिय रूसइ,भिउडिं काऊण दॆइ उल्लावं,महिला-छलॆण पुरिसं बाहॆइ पुराणयं कम्मं.	Tears flow from the fire, Applause rises from the deaf ears, Deceit from women and deceit from men - This is the work of the ancients.
महिलाण ऎस पयई: सव्वस्स करॆन्ति वॆमणस्साइं;,तस्स न करॆन्ति नवरं जस्स अलं कामयन्तॆणं.	Women are like this: Everyone calls him Vemanas, But they do not call him Navram, As if he had no other work.
पिय-जण-अपत्त-भॊगा बालत्तणयम्मि गहिय-सामण्णा,अ-द्दिट्ठ-पिय-विऒगा जियन्ति मुणिणॊ सुहं लॊऎ.	Dear one, If you want to live peacefully As a child, You have to travel long distances, Get wet very quickly, Get drunk very slowly, And be content as a man.
सु-लभॊ विमाण-वासॊ,ऎग-च्छत्ता य मॆइणी सु-लभा;,लॊगम्मि नवरि दु-लहा पाया जिण-वद्धमाणस्स.	Well - loved, Viman - Vaso, Well - chosen, Or well - loved; A slovenly wife has found a panacea For distress.
उच्छू सहाव-महुरॊ,निम्बॊ कडुऒ हुयासणॊ डहणॊ,सुयणस्स दुज्जणस्स य पयइ-विसॆसॊ सहावॆण.	Exhaustion is the friend of bees, Lemon is bitter, Poison is poisonous, And selfishness is the enemy of the wicked.
जं उप्पलस्स पत्तॆण छिज्जऎ किं व सत्थ-मग्गॆणं?,महुरम्मि भाणियव्वॆ,किं तॆ कडुऎण भणिऎण?	What is that thirst that I seek after?"" asked the sage, ""Why do you say that out of bitterness?
महुर-वयणॆहĩ आसासिऎल्लया जॆ गया पर-विऎसं,तॆ ताĩ सम्भरन्ता,अन्नत्थ रइं न बन्धन्ति.	Mahur - Vayne hain, Assasi lele, Je gaya par - vyasam, Te sambharanta hai, There are no bonds between others.
कडुय-वयणॆहĩ निब्भच्छियल्लया छिन्न-पॆम-सम्बन्धा,तॆ ताĩ सम्भरन्ता,तत्तॊ यपरॆणवच्चन्ति.	A bitter wife is like an empty vessel, Broken and affectionate; She is always at hand, Always looking out for someone else.
धन्नाण हियं च मियं च गाहयं दॆस-काल-भणियं च,न य पर-लॊय-विरुद्धं गुण-पत्तट्ठं भणइ जीहा.	A wise man knows what is good for the country, what is bad for the times, and what is right for the people.
ऎसा सत्ति-पहारॆ य कस-पहारॆ य बल-पहारॆ य,उच्छहइ दवावॆउं दु-विणीया अत्तणॊ जीहा.	Such is the life of the simple, Steady, Strong, Compelling woman.
जॊ दुज्जणॆण मॆत्ती करॆइ सुयणॊ त्ति नाम कलिऊण,सुविणय-लद्धॊ व निही पच्छा इच्छं न पूरॆइ.	One who curses an evil person, Calls a good person by name, Fights well, And does not satisfy one's own desires.
दुज्जण-संसग्गीऎ आवाऎ उच्छु-खण्ड-महुराऎ;,विसम इव अणाय-गिलियंपच्छा हॊई अ-पत्थाऒ.	The wicked come to one's rescue, The headman's son - in - law comes to another, And the arrow is blown to smithereens.
जइ कन्चणं गिरीऒ जायइ च हत्तीऒ,विणऒ य कुलीणाऒ,कॊ दॊसॊ आयरॊ चॆव?	If the conch shell falls off, The elephant goes on its way, Or the weaver or the nobleman goes on his way. Who is to blame?
पडिवयण-समत्थॆणं सहियव्वं दुज्जणस्स सुयणऎण:,न य पट्ठिम्मि निलीणॊ वसहस्स सिरिं हरइ काऒ.	The poor traveler must put up with the bad man's sleep: Don't make a fool of yourself By wasting your breath on the wrong thing.
ऎक्कॊ खमाए दॊसॊ सव्वालन्कार-भूसिय-गुणाऎ,अ-समत्थॊ त्ति गणिज्जइ जं पुरिसॊ दुज्जण-जणॆण.	One bad man outweighs all good men, the other bad men outnumber good men.
तिसु जॆ अ-दिट्ठ-पुव्वा राय-कुलॆ गुरु-कुलॆ य वॆसासु,विण्णाण-माण-लडहत्तणाण तॆ बाहिरा हॊन्ति.	Tissue, which is invisible to the naked eye, is external to the mind, mind, and intellect.
नाऊण य विण्णाणं काऊण य समर-साहसं कम्मं,लन्घॆऊण य Mऎरुं पुण्णॆहĩ विणा सुहं कत्तॊ?	What is happiness without a long walk, A walk in the sky, A struggle with others, And a good night's sleep?
कालॆ उवणिज्जन्ती थॆवा वि महॊसही जियावॆइ:,अमय-रस-मीसिऎण वि मयस्स किं लावय-रसॆण?	Kale uvanijanti theva vi mahosahi jiyavei:,"" ""Why should my mind be consumed by nectar - juice - mica?
न्हायस्स य धॊवत्ती जिमियस्स य जं च तं च तम्बॊलं,अवसर-पढिया गाहा,तिन्नि वि सग्गं विसॆसन्ति.	Whether it's a bath or a shower, A tent or anything else, Opportunity has taught me a lot, And all three of them go together.
नीयं च लद्ध-पसरं सिप्पि-पौत्तं च अत्थ-संजुत्तं,महिलायत्तं च घरं,तिन्नि वि सूलं विसॆसन्ति.	Destroy yourself, scatter abroad, pollute the earth, decorate the house with women, and all three attain immortality.
थक्कॆ भणियं सॊहइ,थक्कॆ भणियं सुहावहं हॊइ;,अ-त्थक्कॆ पुण भणियं कयं पि कज्जं विणासॆइ.	A tired brother is pleasant, A tired sister is pleasant; In other words, a satisfied brother leaves no stone unturned.
किं तम्मॆह पलायह जं सरणं नत्थि ति-हुयणॆ सयलॆ,मॊत्तुं जिणॆन्द-वयणं,सॆसं सव्वं कलयलॆइ.	Why did you run away When there was nothing more for you to do? The whole world was at your feet, Everything went awry.
सुयणॊ सरल-सहावॊ मइलिज्जन्तॊ वि दुज्जण-जणॆण,छारॆण दप्पणॊ व्विय अहिययरं निम्मलॊ हॊइ.	A good man is simple, A dirty man is filthy, And an evil man is knowledgeable; But to be oppressed by flattery Is to be utterly worthless.
सुयणस्स दुज्जणारूसियस्स कडुयाĩ भन्नमाणस्स,कमल-मौलॆ व्व भमरॊ बाहिर-हिण्डी भमइ रॊसॊ.	A swollen lotus is a poisonous poison, A bitter nectar is the poison of the mouth, A lotus - hairy bee is the bumble bee's nemesis.
जह जह अणुयत्तिज्जइ तह तह नीयत्तणस्स दॊसॆण,वट्टा-धूलो व खलॊ चडइ सिरॆ नत्थि सन्दॆहॊ.	As the atom is cooled, So is the fragrance of fresh air, Drenched with dust and soot, Not in the head But in the body.
जॆण विणा न जिविज्जइ अणुणिज्जइ सॊ कयावराहॊ वि:,पत्तॆ य नगर-दाहॆ भण कस्स न वल्लहॊ अग्गी?	If one cannot live without fire, how can one live without it?"" asked the hunter, ""In this wretched town, tell me, Who doesn't like fire?
तं जम्पन्ति सु-पुरिसा तं चिय पमुहॆ करॆन्ति पडिवत्ती,रयणायरॊ व्व वॆलं कालॆण वि जं न लन्घॆइ.	She embraces him, He embraces her, And makes love to her: Though the wind does not blow, There is plenty for the women to do.
पर-तत्ति-तग्गय-मणॊ दु-स्सीलॊ अलिय-जम्पऒ चवलॊ,जत्थ न दीसइ लॊऒ वणं पि तं च'ऎव रमणीयं.	Par - tatti - kneading - mano - milking - aliyah - jumping - cunning, Wherever one does not see the forest The forest is still very picturesque.
जॊ जस्स निय-सहावॊ सज्जण-संगॆ वि सॊ तहा चॆव,बाणॊ धम्मॆ वि ठिऒ गुण-गहिऒ तह वि मारॆइ.	One who speaks kindly, even to gentlemen, shares the same words, shows the same virtue as an arrow, and even kills it.
खल-संगॆ परिहरिऎ,पॆच्छह तिल्लॆण जं फलं पत्तं:,मयणाहि-सुरभि-गन्धं पहु-सीसं पावियं जॆण.	Travel with the wind, See what grows on the leaf, Smell what smells of nectar - The scent of fragrance Reaches the very soul.
जॆहिं चिय उब्भविया जाण पसाऎण वड्ढिय-पयावा,समरा डहन्ति विंझं: खलाण संगॊ च्चिय विणासॊ.	As the wind blows, So does the warrior's bow, And as the wind stirs up the ship's rudder.
सुयणाण नॆउराण य सुव्वन्तॊ सुइ-मणॊरहॊ सद्दॊ,सॊ च'ऎव कण्ण-कडुऒ नियलाणं दड्ढ-पिसुणाणं.	A sleepy woman is like a needle in a needle, Like a good man, Like an eye that is prickly And a sieve that is thick.
नागॆहĩ वणं कागॆहĩ उववणं राउलं पिसुणऎहिं,रुद्धं मयरॆहĩ जलं: हय-विहि सुयणॊ कहिं जाउ.	Snake, The forest is black, The waves are rolling in, The water is red like a peacock's tail: Where can we sleep now?
तं नत्थि नरॆन्द-घरं सयलॆ महि-मण्डलॆ भमन्ताणं,जत्थ अ-कारण-कुविया दॊ तिण्णि खला न दीसन्ति.	There is no room in that empty house For the bees to roam, For the crows will not leave, Not even for a moment.
अच्चन्त-निम्मलाण वि मॊल्ल-महग्घाण सार-गरुयाणं,मणियारओ व्व खल-यणॊ रयणाण वि कुणइ छिड्डाइं.	Atchanta - nimlana, vi molla - mahaggana, sarasa - garuyan, maniyaras, khalas - yanasa, and rayanas are also sprinkled with qualities.
जासिं च'ऎव नईणं वसहा घुण्टन्ति पाणियं तिसिया,तासिं च'ऎव नईणं सिंगॆहिं तडी विणासॆन्ति.	The moment a new plant blooms, The water will boil in it, And the moment it does not, The new plant will start to sprout.
सरिसॆ माणुस-जम्मॆ,डहइ खलॊ सज-जणॊ सुहावॆइ:,लॊहं चिय सन्नाहॊ रक्खइ जीयं असी हरइ.	We are all one people, One person is worthy of respect, Another person is pleasant to deal with, And one person protects another.
जॊन्हा-जलॆण चन्दॊ धुवइ कलंकं दिसा-वहु-मुहाण,न य धुवइ निय-कलंकं; सव्वॊ मुज्झइ स-कज्जॆसु.	The burning moon washes away the blemishes of one's face, not the scars of another's nose; all is fair play.
जॊ जस्स वट्टए हियए सॊ तं ठावॆइ सुन्दर-सहावं:,वग्घी-छावं जणणी भद्दं सॊमं च मन्नॆइ.	What's worthless remains beautiful, And what's ugly stays pure.
रत्तॊ दुट्ठॊ मूढॊ पुव्विं कु-ग्गाहिऒ य चत्तारि,उवऎसस्स अणरिहा; अरिहॊ पुण हॊइ मज्झ-त्थॊ.	The blood is red, The foolish embrace the foolish, And the talkative cry, Unsure of the truth; Yet again my heart is full.
सव्वॊ परस्स पॆच्छइ वाल'-अग्गाऒ तणूणि छिड्डाणि;,नियय-कयाĩ न पॆच्छइ Hइमगिरी-सिहर-प्पमाणाइं.	Everyone looks at each other'- The fire is quenched by the flame; Destiny - Why not look at her? - The sky is red.
रत्ता पॆच्छन्ति गुणा,दॊसा पॆच्छन्ति जॆ विरज्जन्ति;,मज्झ-त्था पुण पुरिसा दॊसा वि गुणा वि पॆच्छन्ति.	Roots multiply, doshas increase, those that separate increase; again, men's faults increase, and so on.
करिणॊ करि-सन्घट्टॆ,पत्थर-नियरॆ सुवण्ण-रॆह व्व,निव्वडइ वसण-कसवट्टयम्मि सारॊ कुलीणाणं.	Do - In the evening, stone - near, gold - in the shade, spring - in winter All decency.
सब्भाव-नॆहमइऎ रत्तॆ रच्चिजइ त्ति जुत्तम इणं,अण-हियऎ पुण हिययं जं दिज्जइ तं जणॊ हसइ.	Everything is good in nature, Everything is bad in nature. But to give one's self a good laugh Is laughable.
हीरन्ति जॆ गुणॆहिं ववगय-नॆहा वि जॆ न नज्जन्ति,रुन्नं पि जॆसु अग्घइ तॆ पुत्त कलिम्मि अत्थमिया.	Those who do not see eye to eye, those who are virtuous - Even though they do not know how - Cry like fire, For that is the nature of the soul.
विसम-सहावम्मि जणॆ न याणिमॊ कह गुणा विढप्पन्ति,हिम-सीयलॆ वि किरणॆ नॆच्छइ नलिणी मियन्कस्स.	Those who suffer from nausea and vomit Are not able to multiply with each other, Not even with frost does the plowman's wife see the rays of the moon.
सॊहिय-संववहारॊ सब-भावॊ गरुयया खमा तुच्छा,विहडन्ति बन्धवाण य कलि-काल-पयाव-दॊसॆण.	Friendship, politeness, good manners, kindness, humility, absence of attachment, virtue, time, affection, etc., are everything.
कण्हस्स कालिऒ फण-मणिम्मि सिट्ठॊ अ आ अ आ आ आ,दॆह'-उप्पन्ना वि विसं चयन्ति दॆवॆ पराहुत्तॆ.	Goose pimples, black ghee, lotus petals, and a clump of nectar - The devil is at hand to chew the poison.
कॊ व न दुक्खं पत्तॊ? सुहं व भण कस्स सासयं अत्थि?,कस्स निरन्तर-पणऒ? सॊहग्गं कस्स अ-क्खलियं?	Who is not distressed? Who is happy and who is speechless? Whom are you constantly asking? And who is unhappy with your life?
सव्वॊ पुव्व-कयाणं कम्माणं पावऎ फल-विवागं;,अवराहॆसु गुणॆसु य निमित्त-मॆत्तं परॊ हॊइ.	All flowers yield good fruit, But one should be careful not to spoil them by their own qualities.
नौ वि करन्तह सु-पुरिसह,जइ दइवह न सुहाइ,का वि अवत्थ स सम्पडइ जा चिन्तणह न जाइ.	If you do nothing else, you will have a good time; if you don't have any pleasure, you won't be able to make a living at it.
अन्नह परिचिन्तिज्जइ सहरिस-कण्ड'-उज्जुऎण हियऎण;,परिणमइ अन्नह च्चिय कज्जारम्भॊ विहि-वसॆण.	Without knowing it, the hearth is illuminated by the buds of the trees; without knowing what to do, one's business begins again.
विहिणा वि नडिज्जन्तॊ सव्वॊ च्चिय भणइ अट्ठमॊ चन्दॊ;,चन्दस्स ड़ाहु-गहणॆ,तइया कॊ अट्ठमॊ आसि?	Even among widows, Everyone says the eighth moon; The moon is dark - Who is eighth to you?
विउपु नह-यलु रहवरारुढु,दु-प्पॆच्छा तसु किरण,अत्थ-सिहरु दुग्गमु सुणिज्जइ,विहि-विहियं थू परिणमइ,तेण सूरु राहĩ गिलिज्जइ.	The wind does not blow, The road is slippery, The sky is dark, The roads are impassable, The streets are deserted, The sun does not shine, And the streets are swallowed by it.
भुवणप्फालु वि धणु समइ,वब्बुल-हॆट्ठि ट्ठिओ,ओहु पॆक्खु न किं गिलन्तइं,देवाह वि एह दस,विहि करन्तु किं किं पिलिज्जइ?	The buffalo falls at the same time, Wobbles fly high, The peacock flies high. Why not swallow it? Even the God of Love has ten? Try looking! What's the point?
