prakrit	english
"""किं अच्छह वीसत्था? दियहा वॊलॆन्ति तुरिय-पहिय व्व;,तॆ य न गणन्ति तुब्भॆ,तुब्भॆहि न वि य गणिज्जन्ति."""	"""How come you're so restless? The days are fleeting, Like a traveler's trumpet, So you can't count them, Nor can you be counted."""
"""तुट्ठा हॊन्ति मणुस्सा: इन्दमहॊ आगऒ त्ति रमणीऒ;,न वि जाणन्ति वराया: पडिया संवच्छर-सलाया!"""	"""People are torn to shreds: The fire is great, But the women are lovely; They do not know what to do With the bridegroom: The bedsheets are smeared all over!"""
"""उच्चासणॊ मह-इच्छॊ,आणाइन्तॊ य निर-उवयारीऒ,अलसॊ पिय-जिम्मण रूसणॊ य न चिरं पिऒ हॊइ."""	"""Ascending to the highest position is a great desire, Being alone is meaningless, Being idle is drunken is useless, And being angry does not make one pure."""
"""सहसत्ति पीइमन्ता अ-त्थक्कॆ जं व तं व जम्पन्ता,पासॆ य निवॆसन्तापिया यसत्तुत्तणम उवॆन्ति."""	"""One does not drink wine in abundance, One merely drinks whatever one wants to drink, One can only sigh when one has enough."""
"""नीयं अइक्कमन्तॊ पुव्वाभासी पियाĩ जम्पन्तॊ,छन्दं अणुयत्तन्तॊ वॆसॊ वि जणॊ पियॊ हॊइ."""	"""When you are speechless, You become drunk, When you make noise, Everyone is drunk."""
"""छन्दं जॊ अणुयत्तइ मम्मं रॊहइ गुणा पयासॆइ,न हु नवरि माणुसाण य,दॆवाण वि दुल्लहॊ हॊइ."""	"""The rhythm that follows angers me, multiplies manifold, For neither are women human beings; Even the devil is deluded."""
"""आवं ति य ऎवं ति य वॊत्तव्वं पण्डिऎण पुरिसॆण:,इयरॊ वि हॊइ तुट्ठॊ,इयरं पि तत्तियं चॆव."""	"""Come, tell me,"" he said to the crowd, ""One year you'll have a go at it, one year you will have a tear."""
"""छज्जइ पहुस्स ललियं,पियाए माणं,खमा समत्थस्स,जाणन्तस्स य भणियं,मॊणं च अ-याणमाणस्स."""	"""Praise be to the plowman's pen, Dear man, For forgiveness is firm, For knowledge is eloquent, And flattery is dishonorable."""
"""सहइ न कडुयं जम्पइ,दॊसॆ न लहइ गुणा पयासॆइ,रूसन्ताण न रूसइ,दक्खिण्ण-महाभडॊ सुयणॊ."""	"""One can neither bear bitterness nor yawn, one can neither abuse nor make angry people angry, For the south is like a great deep sleep."""
"""सुयणॊ न चॆव रूसइ: अह रूसइ मन्गुलं न चिन्तॆइ:,अह चिन्तॆइ न जम्पइ; अह जम्पइ लज्जिऒ हॊइ."""	"""A sleeping person never gets angry; A angry person never has nasty thoughts; A thinking person never yells; A yawner is ashamed of himself."""
"""जं दुज्जणस्स सुयणॊ लज्जाऎ सहइ छिन्न-लज्जस्स,तं जाणइ निल्लज्जॊ,ऎसॊ अ-समत्थऒ सहइ."""	"""That the wicked sleep, That they bear shame, Are torn to shreds - That they know how to stand; This they do unopposed."""
"""अणुयत्तियं न याणइ,पियॆ वि भणिऎ वि अ-प्पियं भणइ,दाणॆण न सम्पज्जइ; नत्थि उवाऒ खल-यणस्स."""	"""One doesn't know right from wrong, One speaks wrongly even when one is angry, Charity does not prosper; This does not make one an evil person."""
"""बज्झइ मन्तॆहि विसं,हत्थि रज्जूहि सॆउणा सलिलं;,पयइ-विसमस्स बन्धॊ न याणिमॊ दुज्जण-जणस्स."""	"""A thunderclap is a poison to the mind, A cunning twang is a weapon to the hand, And a vicious one is not to be trifled with."""
"""सव्वस्स ऎस पयई: पियम्मि उप्पाइऎ पियं काउं:,सुयणस्स का वि पयई: अ-कऎ वि पिऎ पियं काउं."""	"""All are equal: beloved, beloved, are equal; Suyanna's enemies are all equal: none are equal to each other."""
"""कज्जम्मि समावडिऎ अणुयत्तह दुज्जणं पयत्तॆण,विसम आसा किर जायइ अमयाओ विसं न संभवइ."""	"""If you have to go to work every day To make ends meet, You'd better wait a little while, Because getting there isn't always easy."""
"""जइ वि खमा परिभूया,जइ वि खमन्तस्स आयरॊ नत्थि,तह वि खमा खमियव्वा; खम-सरिसॊ बन्धवॊ नत्थि."""	"""If there is no forgiveness, There is no room for regret, For forgiveness is inexhaustible; Forgiveness is not the same as friendship."""
"""कह तस्स रूसियव्वं जस्स पणामॊ पुणॊ वि कायव्वॊ?,अच्चन्त-निग्गुणस्स वि कह सक्का रूसिउं तस्स?"""	"""How can one be angry with a man Whose reputation I have completely ruined?"""
"""रॊसस्स खमा दण्डॊ,काम-गुणाणं निरुम्भणा दण्डॊ;,दुज्जण-जणस्स कलह-उज्जयस्स परिवज्जणा दण्डॊ."""	"""Forgiveness is the punishment for anger, detachment is the penalty for lust, strife is the sentence for wickedness, disharmony is the order for righteousness."""
"""भद्दं पहू सुयाणं अवराहॆऊण बद्ध-वइराण,पणिवइय-वच्छलाणं मुहुत्त-चण्ड-एक्क-रॊसाणं."""	"""Foolish girl, Suhana is bound by what is unseemly, The husband is wont to sulk, And the wife is won over by what isn't."""
"""बीहॆयव्वं दुज्जण-जणस्स निच्चं पलॊट्ट-जीहस्स,वर-रयण-निज्झरस्स व वयण-करालं वहन्तस्स."""	"""Fear has turned the wicked man upside down, The bridegroom has fallen at his feet, And the handmaidens carry on their shoulders."""
"""अत्थक्कओ जम्पऎ पयइ-पायडं सव्व-लॊय-तत्तिल्लं;,तं माणुस-वॆयालं पुहई वि स-सन्किया भमइ."""	"""At the same time he jumps up and down, And all the people fall down, Yet even at the dawn of man's summer He is haunted by nightmares."""
"""नीऒ खणॆण रच्चइ; रत्तॊ सन्तॊ विरच्चइ खणॆण,नीऒ विरत्त-मॆत्तॊ भामॆइ घरा-घरिं दॊसॆ."""	"""Nio is made of mud; on the other hand, blood flows through the mud; On the other, mud flows from house to house."""
"""सुयणॊ चिरस्स रच्चइ; रत्तॊ सन्तॊ विरच्चइ चिरस्स;,सुयणॊ जइ वि विरच्चइ; तह वि न दॊसॆ पयासॆइ."""	"""A sleeping person becomes angry; When the blood is satisfied, it is angry; If the sleeper is unhappy, it's still angry; So does not a bad person get angry."""
"""छुल्लुच्छलॆइ जं हॊइ ऊणयं रित्तयं कणयणॆइ;,भरियाई न वुच्चन्ति सुपुरिस-विण्णाण-भण्डाईं."""	"""She peeps through the rafters To find out what's really going on; People can't see her: She's covered with bruises."""
"""तं खाह जं जरिज्जइ,तं जम्पह जं महा-यणॆ जॊग्गं;,तं जम्पन्ति सु-पुरिसा,कालॆण वि जं न लन्घॆइ."""	"""For what's worn out is worn out, What's grown with great vigor; A handsome man embraces it, Though time elapses."""
"""तत्तिय-मॆत्तं जम्पहजॆत्तिय-मॆत्तस्स निक्कलं चवह,तंउक्खिवॆहभारं जं अद्ध-पहॆ न छड्डॆह."""	"""Tatya - mettam jampahjetyam - Mettamas nikkalam chavah, The weight of your arms that is half full Will not leave you."""
"""वुज्झन्ति नाम भारा,तॆ च्चिय वुज्झन्ति वीसमन्तॆहिं,सील-भरॊ वॊढव्वॊ जावज-जीवंअ-वीसामॊ."""	"""The woodpecker's name is Bharara, the parrots are Varasa, and the peacock is Varasa."" """""
"""जॊ सक्कयं न याणइ सुविसुद्ध-पाइयं पि वॊत्तुं-जॆ,मॊणंतुतस्स सरणं,नीसरणं अहव परिसाऎ."""	"""One who does not know what is right is wise - If one knows what is wrong - To turn one's back on oneself, one who is indifferent, To avoid embarrassment."""
"""उच्चं न सिक्खिऒ अद्ध-सिक्खिऒ सिक्खिऒ कु-सालाऎ,जॊ वहइ विउस-वायं सॊ सरिसॊ सन्नियाऎण."""	"""One doesn't learn high, one learns low, One learns low; One who speaks with reason is almost a hermit."""
"""कॊ कुवलयाण गन्धं करॆइ महुरत्तणं च उच्छूणं,वर-हत्थीण य लीलं,विणयं च कुल-प्पसूयाणं?"""	"""Who smells the jasmine, Who scents the mahuratna and the expanse, Who makes the lilies of the bridegroom's hands, And the weaves of the banyan?"""
"""अणुयत्तह भणह पियं,जं कज्जं तंमुणॆहहियऎण:,महुरं लवइ मयूरॊ स-विसं च भुयन्गमं गिलइ."""	"""My dear, tell me, The cause for which you refused to budge: The bee that swallows an earthworm And the peacock that a wasp."""
"""उच्छू महुरॊ सॊमॊ चन्दॊ चन्दणं चिय सु-सुरभिं,अभिजाऒ य कुलीणॊ; कॊ दॊसॊ आयरॊ च'ऎव?"""	"""Spring is hot, the moon is full, the sandalwood is fragrant, the fields are fragrant; who cares what kind of fire?"""
"""जॊ गुड-कयाए वायाए जम्पऎ विस-कऎण हियऎण,सॊ बिल-गऒ व सप्पॊ वज्जॆयव्वॊ पयत्तॆण"""	"""One who is good - done good - Jumps with wisdom - Because one has reason to be, So goes the bull, And so does the fowler."" """""
"""अ-द्दिट्ठॆ वि खल-यणॆ नाम-ग्गहणॆ वि हॊइ आसन्का,अलिय-पलत्तॆ वि अही अहि त्ति भण कॊ न बीहॆइ?"""	"""Even at a bad name, There must be something wrong with me. But who would be afraid to say such a thing To another person?"""
"""सण्डॆव-पडिय-पच्चुट्ठिऎण सीऎण थरहरन्तॆण,थॆरॆण पहॆ रुन्नं तारुण्णं सम्भरन्तॆणं."""	"""One shakes with excitement Because one has grown thin, One remembers youth When one has wept before."""
"""विवरीया थॆर-मई वारिज्जन्ती य जाइ थॆर-मई,कालॊ तॆत्तिय-थामं न पॆच्छसॆ पण्डुरं सीसं."""	"""The wise there - May inherit, The clever there - may, The crook there - Don't stop for a moment As you stealthily steer clear."""
"""तं हि सरीरं तं जि मुहु,ताई जि लोयणयाĩ,नाइ विही सीसं चरइ,दिन्नौ पाउ जराए."""	"""She who nurses the body, He who nurses it, She who takes care of it, Forages it without a lead; The days are numbered."""
"""तĩ पहु धणिय घरॆण घरु नयणिहĩ दाइय सो हु;,एवहि जर-नीहोडियौ,पडिजिय अच्छइ एहु."""	"""Your highness, Don't go out of the house into the middle of the night; It's my brother - in - law's."" """""
"""लट्ठी-धरिय-कडॆवर गय-जॊवण ऎवम ऎव सन्तुट्ठ;,सहइ कडुयं पि भणिऒ: गऒ तुमं रूसिउं कालॊ!"""	"""The young man is always satisfied, Even when he is bitter He says:"" ""Go, you angry bitch!"" """""
"""सिरु पलियũ मुहũ वलि-भरिउ; जर लग्गी हय नाम,मरणं होइ अचिन्तियũ; धम्मु करहि जिय नाम."""	"""Fill your mouth and nose with grief; if it is necessary, say your name; If it is impossible, speak your mind; Prostrate yourself by doing your dharma."""
"""चय महिलं मुह-कडुयं,चय मित्तं नत्थि जत्थ सब-भावं,चय सामियं अ-दायं,चयाहि परिभूया वासं च."""	"""Choose a woman by the bitterness of her face, Choose not to be a friend But to have all manner of feelings, Select equanimity and righteousness, Choice by the disposition of one's neighbor."""
"""आलत्तं चिय रूसइ,भिउडिं काऊण दॆइ उल्लावं,महिला-छलॆण पुरिसं बाहॆइ पुराणयं कम्मं."""	"""Trembling is the passion of nature, Staring at someone makes one angry, Deceiving a man deceives a woman - This is the old karma."""
"""महिलाण ऎस पयई: सव्वस्स करॆन्ति वॆमणस्साइं;,तस्स न करॆन्ति नवरं जस्स अलं कामयन्तॆणं."""	"""Women are like this: Everyone calls him Vemanas, They do not call him Navram, As if they had no other work."""
"""पिय-जण-अपत्त-भॊगा बालत्तणयम्मि गहिय-सामण्णा,अ-द्दिट्ठ-पिय-विऒगा जियन्ति मुणिणॊ सुहं लॊऎ."""	"""Dear friend, Your husband is gone, Childhood is at hand, Travel is on its way, Life is fleeting, Drunkenness prevails, And the pleasures of silence are won."""
"""सु-लभॊ विमाण-वासॊ,ऎग-च्छत्ता य मॆइणी सु-लभा;,लॊगम्मि नवरि दु-लहा पाया जिण-वद्धमाणस्स."""	"""A good wife is characterized by good taste, A bad one by bad taste, And a sluggish one by poor manners."""
"""उच्छू सहाव-महुरॊ,निम्बॊ कडुऒ हुयासणॊ डहणॊ,सुयणस्स दुज्जणस्स य पयइ-विसॆसॊ सहावॆण."""	"""Bees suffer with ugliness, lemons are bitter, poison is poison, And falsehood is poison for the wicked."""
"""जं उप्पलस्स पत्तॆण छिज्जऎ किं व सत्थ-मग्गॆणं?,महुरम्मि भाणियव्वॆ,किं तॆ कडुऎण भणिऎण?"""	"""What do you mean by demanding truth?"" asked the sage, ""You'll have to say it out loud."" ""Why so bitter?"""
"""महुर-वयणॆहĩ आसासिऎल्लया जॆ गया पर-विऎसं,तॆ ताĩ सम्भरन्ता,अन्नत्थ रइं न बन्धन्ति."""	"""Bees - The flowers of the sky have passed us by, But we trust in them; We make no bones about them."""
"""कडुय-वयणॆहĩ निब्भच्छियल्लया छिन्न-पॆम-सम्बन्धा,तॆ ताĩ सम्भरन्ता,तत्तॊ यपरॆणवच्चन्ति."""	"""The bitter - spoken word is useless, The torn - up love - relationship is meaningless, He can't think of anything else, So keep at it."""
"""धन्नाण हियं च मियं च गाहयं दॆस-काल-भणियं च,न य पर-लॊय-विरुद्धं गुण-पत्तट्ठं भणइ जीहा."""	"""Blessed is the man who knows what is good for him and what is bad for him, Not according to fancy, But according to nature."""
"""ऎसा सत्ति-पहारॆ य कस-पहारॆ य बल-पहारॆ य,उच्छहइ दवावॆउं दु-विणीया अत्तणॊ जीहा."""	"""Such a thing - Guard or tight - guarded or strong - guarded - Succeeds only in inflicting pain on the weary soul."""
"""जॊ दुज्जणॆण मॆत्ती करॆइ सुयणॊ त्ति नाम कलिऊण,सुविणय-लद्धॊ व निही पच्छा इच्छं न पूरॆइ."""	"""One who curses a poor man's name calls him a coward, One who is wont to curse does not grant a good wish."""
"""दुज्जण-संसग्गीऎ आवाऎ उच्छु-खण्ड-महुराऎ;,विसम इव अणाय-गिलियंपच्छा हॊई अ-पत्थाऒ."""	"""The wicked come to rest, The miser's wife is tossed about, The bee is torn to shreds, And the grass is parched."""
"""जइ कन्चणं गिरीऒ जायइ च हत्तीऒ,विणऒ य कुलीणाऒ,कॊ दॊसॊ आयरॊ चॆव?"""	"""If the conch shell falls off and the elephant walks on it, Or if it is a weaver or a nobleman, Who is to blame?"""
"""पडिवयण-समत्थॆणं सहियव्वं दुज्जणस्स सुयणऎण:,न य पट्ठिम्मि निलीणॊ वसहस्स सिरिं हरइ काऒ."""	"""Forgive the wicked for sleeping rough And do not harm the head of a woman in distress If it falls asleep beside her husband."""
"""ऎक्कॊ खमाए दॊसॊ सव्वालन्कार-भूसिय-गुणाऎ,अ-समत्थॊ त्ति गणिज्जइ जं पुरिसॊ दुज्जण-जणॆण."""	"""One bad man outweighs all good men; the wrong men outnumber bad men."""
"""तिसु जॆ अ-दिट्ठ-पुव्वा राय-कुलॆ गुरु-कुलॆ य वॆसासु,विण्णाण-माण-लडहत्तणाण तॆ बाहिरा हॊन्ति."""	"""Those who have no sight, no speech, no teachers, no clothes, are outsiders to the wisdom of love and war."""
"""नाऊण य विण्णाणं काऊण य समर-साहसं कम्मं,लन्घॆऊण य Mऎरुं पुण्णॆहĩ विणा सुहं कत्तॊ?"""	"""What is happiness without a good night's sleep, A good day's rest, And a good long sleep?"""
"""कालॆ उवणिज्जन्ती थॆवा वि महॊसही जियावॆइ:,अमय-रस-मीसिऎण वि मयस्स किं लावय-रसॆण?"""	"""Even a woman who has just woken up in the morning Will outlive her husband:"" ""What good is it to me, my dear, If I give in to intoxication?"" """""
"""न्हायस्स य धॊवत्ती जिमियस्स य जं च तं च तम्बॊलं,अवसर-पढिया गाहा,तिन्नि वि सग्गं विसॆसन्ति."""	"""Everything you do, Whether it's bathing or washing or anything else, Is set in stone by chance; They all pierce the whole heaven."""
"""नीयं च लद्ध-पसरं सिप्पि-पौत्तं च अत्थ-संजुत्तं,महिलायत्तं च घरं,तिन्नि वि सूलं विसॆसन्ति."""	"""Right and wrong, Paganism and immorality, Womanhood and the home; All three suffer the same fate."""
"""थक्कॆ भणियं सॊहइ,थक्कॆ भणियं सुहावहं हॊइ;,अ-त्थक्कॆ पुण भणियं कयं पि कज्जं विणासॆइ."""	"""Tired brother - in - law is pleasant, Tired sister - in-law is pleasant; At the same time, re - arising brother, some work is hard to weave."""
"""किं तम्मॆह पलायह जं सरणं नत्थि ति-हुयणॆ सयलॆ,मॊत्तुं जिणॆन्द-वयणं,सॆसं सव्वं कलयलॆइ."""	"""Have you no desire to escape, You won't take it, You'll give it all up in a jiffy?"""
"""सुयणॊ सरल-सहावॊ मइलिज्जन्तॊ वि दुज्जण-जणॆण,छारॆण दप्पणॊ व्विय अहिययरं निम्मलॊ हॊइ."""	"""A good man is simple, A bad man is polite, And a poor man is cruel when he is bullied."""
"""सुयणस्स दुज्जणारूसियस्स कडुयाĩ भन्नमाणस्स,कमल-मौलॆ व्व भमरॊ बाहिर-हिण्डी भमइ रॊसॊ."""	"""Suyans, nasty rhinoceros, bitter gourd, lotus - hairy bee, Bees - The bee is angry outside."""
"""जह जह अणुयत्तिज्जइ तह तह नीयत्तणस्स दॊसॆण,वट्टा-धूलो व खलॊ चडइ सिरॆ नत्थि सन्दॆहॊ."""	"""As the fire is quenched, So is the fragrance of stillness, Like coarse dust, Like sand on the head."""
"""जॆण विणा न जिविज्जइ अणुणिज्जइ सॊ कयावराहॊ वि:,पत्तॆ य नगर-दाहॆ भण कस्स न वल्लहॊ अग्गी?"""	"""How can one go on living If one cannot live without it?"" asked the hunter, ""In this wretched town, tell me, Who doesn't like a fire?"""
"""तं जम्पन्ति सु-पुरिसा तं चिय पमुहॆ करॆन्ति पडिवत्ती,रयणायरॊ व्व वॆलं कालॆण वि जं न लन्घॆइ."""	"""She embraces him, He embraces her, And calls her favorite wife's name Proudly, Despite the fact that she has not passed away in a long time."""
"""पर-तत्ति-तग्गय-मणॊ दु-स्सीलॊ अलिय-जम्पऒ चवलॊ,जत्थ न दीसइ लॊऒ वणं पि तं च'ऎव रमणीयं."""	"""Par - tatti - knuckle - mano - womano - poor - silly - jump - oh! the forest is as picturesque as there is nothing to show for it."""
"""जॊ जस्स निय-सहावॊ सज्जण-संगॆ वि सॊ तहा चॆव,बाणॊ धम्मॆ वि ठिऒ गुण-गहिऒ तह वि मारॆइ."""	"""One who is affectionate, even with gentlemen, speaks like that, One who speaks dharma, even if he lacks virtue, kills like that."""
"""खल-संगॆ परिहरिऎ,पॆच्छह तिल्लॆण जं फलं पत्तं:,मयणाहि-सुरभि-गन्धं पहु-सीसं पावियं जॆण."""	"""Travel with the wind, See what the tiller throws at the fruit leaf: The fragrance of perfume, The scent of wine, Reach - Like a river in spate."""
"""जॆहिं चिय उब्भविया जाण पसाऎण वड्ढिय-पयावा,समरा डहन्ति विंझं: खलाण संगॊ च्चिय विणासॊ."""	"""As the wind blows strong, So do the warriors pierce the Vindhya: Weave a tight embrace."""
"""सुयणाण नॆउराण य सुव्वन्तॊ सुइ-मणॊरहॊ सद्दॊ,सॊ च'ऎव कण्ण-कडुऒ नियलाणं दड्ढ-पिसुणाणं."""	"""A sound sleep is like a needle in a man's eye, A stinging sting is like an angry twig in his eye."""
"""नागॆहĩ वणं कागॆहĩ उववणं राउलं पिसुणऎहिं,रुद्धं मयरॆहĩ जलं: हय-विहि सुयणॊ कहिं जाउ."""	"""The forest is bare, The rivers are swollen, The creeks are swaying, And the rivers are overflowing with rainwater: Where can we go to sleep?"""
"""तं नत्थि नरॆन्द-घरं सयलॆ महि-मण्डलॆ भमन्ताणं,जत्थ अ-कारण-कुविया दॊ तिण्णि खला न दीसन्ति."""	"""There is no end to it: The bees roam the streets, The houses are empty, The streets are deserted, And the crows have not returned."""
"""अच्चन्त-निम्मलाण वि मॊल्ल-महग्घाण सार-गरुयाणं,मणियारओ व्व खल-यणॊ रयणाण वि कुणइ छिड्डाइं."""	"""Even a poor man or woman Can spoil a good man or a poor woman's beauty."""
"""जासिं च'ऎव नईणं वसहा घुण्टन्ति पाणियं तिसिया,तासिं च'ऎव नईणं सिंगॆहिं तडी विणासॆन्ति."""	"""For as the stream of nectar Whirls the waters, So the banks of the river Weave themselves with the sound of the lute."""
"""सरिसॆ माणुस-जम्मॆ,डहइ खलॊ सज-जणॊ सुहावॆइ:,लॊहं चिय सन्नाहॊ रक्खइ जीयं असी हरइ."""	"""We are all human beings - long live the good, the ugly, the decent, the pleasant: Life is what we lose By protecting the silence of the people."""
"""जॊन्हा-जलॆण चन्दॊ धुवइ कलंकं दिसा-वहु-मुहाण,न य धुवइ निय-कलंकं; सव्वॊ मुज्झइ स-कज्जॆसु."""	"""The burning moon washes away the disgrace from a man's face, Not the dishonor from a woman's neck; All is well with me, my dear."""
"""जॊ जस्स वट्टए हियए सॊ तं ठावॆइ सुन्दर-सहावं:,वग्घी-छावं जणणी भद्दं सॊमं च मन्नॆइ."""	"""What's worthless should be treated with kindness, And what's ugly should be considered filthy."""
"""रत्तॊ दुट्ठॊ मूढॊ पुव्विं कु-ग्गाहिऒ य चत्तारि,उवऎसस्स अणरिहा; अरिहॊ पुण हॊइ मज्झ-त्थॊ."""	"""The blood is red, The foolish embrace the foolish, And the talkative cry, Unsure of the truth; Yet again my heart is full."""
"""सव्वॊ परस्स पॆच्छइ वाल'-अग्गाऒ तणूणि छिड्डाणि;,नियय-कयाĩ न पॆच्छइ Hइमगिरी-सिहर-प्पमाणाइं."""	"""Everyone looks at each other, The fire is burning, The straw is splashing, Destiny is setting in, But he does not look at women - Bees, beehives, etc."""
"""रत्ता पॆच्छन्ति गुणा,दॊसा पॆच्छन्ति जॆ विरज्जन्ति;,मज्झ-त्था पुण पुरिसा दॊसा वि गुणा वि पॆच्छन्ति."""	"""The husband multiplies, The enemies multiply, Those who avoid gain, And finally, Men multiply again, Even their enemies."""
"""करिणॊ करि-सन्घट्टॆ,पत्थर-नियरॆ सुवण्ण-रॆह व्व,निव्वडइ वसण-कसवट्टयम्मि सारॊ कुलीणाणं."""	"""Do - In the evening, stone - nigh, golden - red, white - dotted - But in the evening all is calm."""
"""सब्भाव-नॆहमइऎ रत्तॆ रच्चिजइ त्ति जुत्तम इणं,अण-हियऎ पुण हिययं जं दिज्जइ तं जणॊ हसइ."""	"""Everything is nectar - just like water in a sapling, But what one gives to another causes laughter."""
"""हीरन्ति जॆ गुणॆहिं ववगय-नॆहा वि जॆ न नज्जन्ति,रुन्नं पि जॆसु अग्घइ तॆ पुत्त कलिम्मि अत्थमिया."""	"""Those who are content with their talents, Though they know nothing at all, Even when they cry, Such is the progress of humanity, My son."""
"""विसम-सहावम्मि जणॆ न याणिमॊ कह गुणा विढप्पन्ति,हिम-सीयलॆ वि किरणॆ नॆच्छइ नलिणी मियन्कस्स."""	"""Those who suffer from nausea and vomiting Know not how to multiply by themselves. Even on a frostbite The naughty girl is afraid of the rays of the sun."""
"""सॊहिय-संववहारॊ सब-भावॊ गरुयया खमा तुच्छा,विहडन्ति बन्धवाण य कलि-काल-पयाव-दॊसॆण."""	"""Friendship - Behaviour - All emotion - Forgiveness - Compassion - Contempt, Destroying ties of kali - kaala - payava - dosa."""
"""कण्हस्स कालिऒ फण-मणिम्मि सिट्ठॊ अ आ अ आ आ आ,दॆह'-उप्पन्ना वि विसं चयन्ति दॆवॆ पराहुत्तॆ."""	"""Eyes stink of soot, Bees twitch and twitch, The devil scorns even the most subtle poison."" """""
"""कॊ व न दुक्खं पत्तॊ? सुहं व भण कस्स सासयं अत्थि?,कस्स निरन्तर-पणऒ? सॊहग्गं कस्स अ-क्खलियं?"""	"""Who is not distressed? Who is happy and who is speechless? Whom are you constantly asking? Who are you unfaithful to?"""
