prakrit	english
वीवाहत्थं तीए नहवाहणखयररायअङ्गरुहो,सम्पत्तो अह पत्ता कमेण सा पञ्चमितिहीवि	By marriage she means one who has acquired wealth By doling out lavish favors - five of them in a row.
तत्तो 'वरण्हसमए मज्झ विगप्पो मणम्मि उप्पन्नो,अव्वो! किं तं अलियं होही इह देवयावयणं?	"Well, I suppose you could say,'At the time of the rainy season My wife threw up your hands And said,'Who is it?'But isn't it obvious that this is God's doing?
अहव न दीसइ किञ्चिवि अणुरूवं तस्स तेण मन्नामि,सोमलयावज्जरियं सव्वमलीगं हि सञ्जायं	I will not allow you to harm me by any means, for I will defend you against all attacks from the Somalis.
एमाइबहुविगप्पं चिन्तेन्तो रणरणेण गहिओ हं,कत्थवि धिइमलहन्तो नीहरिओ ताओ नयराओ	If you think of the many flowers in a tree, You are bound to run away; But if you dream of a lotuses, They are useless.
पत्तो य तमुज्जाणं सच्चविया जत्थ सा मए पुव्विं,अन्दोलणतरुहिट्ठे गन्तुमहं ताहि उवविट्ठो	As soon as I see your face, dear girl, I will take you with me On the way.
अह चिन्तिउं पयत्तो इण्हिं किं मज्झ काउमुचियं तु,परहत्थं सम्पत्ता ताव पिया मह नियन्तस्स	Oh, think about it, I beg of you, How can you fool me now? But, my dear, You have control over my affairs.
देवयवयणासाए नेव उवाओवि चिन्तिओ कोवि,इण्हिं पुण नो सक्कं किम्पि उवायन्तरं काउं	In God's absence," thought the cowgirl, "we shall never again be able to conceal our true nature.
एसोवि हु अणुरागो एवम्पि गए न तुट्टए कहवि,पइसमयं च पवड्ढइ सन्तावो विरहसञ्जणिओ	Never have I been so consumed with anger That I do not want to break down And in due course discover my faults.
अविय दुल्लहलम्भम्मि जणे जस्सिह पुरिसस्स होइ अणुरागो,छिल्लरयपाणिएणव अणुदियहं तेण सुसियव्वं	Aunt, If you want to be like that man In this damned world You'd better take a rest.
गरुयपियसङ्गमासाभंससमुच्छलियरणरणाइन्नं,न य जाणे कहव इमं नियहिययं सण्ठवामित्ति?	I suppose you have never felt the need to kneel before me Beforehand, Or do you know that I can do it in silence?
ता किं करेमिं इण्हिं अहवा किं एत्थ बहुविगप्पेहिं,गुरुविरहदुक्खसमणो पाणच्चाओ परं जुत्तो	So what do I do, my dear, or why so many different people? The ache and the embarrassment of being head over heels for my husband?
जइवि न जुज्जइ एसो विवेयजुत्ताण उत्तमनराण,तीए विरहे तहवि हु सक्केमि न जीवियं धरिउं	If I can't fight it, It's because I have a brilliant mind. But if I can, I won't survive."
ता एत्थेव तरुवरे तीए अन्दोलणेण सुपवित्ते,उबन्धिय अप्पाणं पाणच्चायं करेमित्ति	Then, as soon as she was here, she went on with her agitation, fettered herself with water, and so on.
एवं विचिन्तिऊणं आरụधो तम्मि तरुवरे अहयं,दाउं गलए पासं अह एवं भणिउमाढत्तो	And think again." "With these words he shook his head:" "Right now I am standing at your feet And you are lying on your back.
रे दिव्व! अन्नजन्मे दुल्लहलम्भम्मि माणसे नेहं,मा मह करिज्ज एसा हु पत्थणा तुह मए विहिया	O divine being! I am not the only one who stares at food. Please, do let me have a look At your heart That is covered with gooseflesh."
अन्नं च केवलिणो तं वयणं,सा वाया देवियावि,तं सुविणं,आसानिबन्धणं मज्झ दिव्व! सव्वं कयं अलियं	Food is the only medicine for him, it is a goddess's medicine, and it is an easy - to - use medicine! Everything is alien to me."
एवं भणिऊण मए मुक्को अप्पा अहोमुहो झति,ताहे गạ̄धीभूए पासम्मि सरीरभारेण	And he said," "I have a heart of iron." "And I shook my head.
रूद्धं गलयं आकुञ्चियाओ धमणीओ पसरिया वियणा,भग्गं लोयणजुयलं रुद्धो पवणस्स सञ्चारो	"The streets are choked, The arteries are clogged, Sweating rises, And the streets are deserted.
उव्वेल्लियमङ्गेहिं जायं उदरं च पवणपडिहत्थं,करणाइं घाइयाइं जाया अह वेयणा मन्दा	To make women flaunt their breasts, To cover their bellies and buttocks With their hands And feet Is an odd thing to do.
भो सुप्पइट्ठ! एवं वियणापरिमन्दइन्दिएण मए,एत्थन्तरम्मि निसुओ सद्दो अपणट्ठचित्तेण	"Go to sleep! And while the fire of love is burning, The fire of silence sighs without ceasing.
मा साहस मा साहसमेयं काउरिसजणसमाइण्णं,आयरिय देवदुल्लहनियरुवं भद्द! नासेसु	Don't be so bold: I'm offended by the way my wife acts, Like a demon possessed by a demon!
एत्थन्तरम्मि केणवि लम्बन्तं उक्खिवित्तु मह देहं,लहु च्छिन्दिऊण पासं विहिओ मिउसीयलो पवणो	Somebody will yank at my body from here for a long time, Or will sit beside me sniffing the fresh air.
तत्तो तुसारसीयलसारमिनीरच्छडाहिं संसित्तो,उल्हासिऊण हिययं अङ्गं संवाहियं सव्वं	There you are, Thinking of the crimson line of your skirt, Laughing through all the vessels of your body.
मुच्छानिमीलियच्छो सव्वं सुविणंव तं विमन्नन्तो,कोमलकिसलयरइए सत्थरए सोविओ तेण	Everything I hear about you is from him," she said, "and he's asleep beside her, Like a sheet of lotus.
पुणरुत्तपवणकरणाइयाहिं नाणाविहाहिं चिट्ठाहिं,गयवेयणेण तत्तो खणन्तरा चेयणा लद्धा	I have written a letter to you in coin for the purpose of renewing my vows. The ship has already begun to make love there
उम्मीलियलोयणजुयलएण दिठ्ठो विसिट्ठसण्ठाणो,नवजोव्वणो जुवाणो पच्चक्खं पञ्चबाणोव्व	A youthful look at a tender shoot, A calm sigh of relief, A youth with five eyelashes.
भणियं च तेण किं भद्द! बाहए,दंसियं मए गलयं,अह संवाहणविहिणा तम्पि हु सत्थं कयं तेण	"Brother, what's wrong with that? Come on, you dimwit, Get in my way! I have a brother who is out of touch. How come you're so touchy?
विगयसयलपीडो सत्थदेहो तया हं,किसलयरइयम्मी सत्थरे संनिविट्ठो,विरहविहुरियङ्गो दीहनीसासखिन्नो अहिलसियपय-त्था 'साहणुव्विन्नचित्तो	A widow's pain is but a third of a second, A wife's longing for her lover Lasts only for a third."
एसोवि परिसमप्पइ पासगपरिमोयणॊत्ति नामेण,सुरसुन्दरिनामाए कहाए तुरिओ परिच्छेओ १०००	Eesowy parisampai pasagaparimoyanotti naamen, surasundarrinamae kahaane turio parichayo 1000
अह सो दठ्ठूण ममं विद्दाणमुहं गलन्तनयणिल्लं,करयलनिमियकवोलं एवं भणिउं समाढत्तो	Oh! when he saw me face to face, He did not muddle up, but took me by the hand And said," "I am fine."
सुन्दर! तुह सरिसाणं उत्तमपुरिसाण जुज्जइ न काउं,अहमजणसमाइन्नो अप्पवहो कुगइसञ्जणणो	Lovely! You have nothing in common with a good man. But if you have something in common With a gentleman, You are bound to get it wrong."
अन्नं च को सि तुमं कस्स कओ केण व कज्जेण एयमायरियं?,कीस ससोगो सुन्दर! अविरलथूलंसुऐ मुयसि?	"Who are you, Anna, And why do you have to work so hard every day? How come you're so damned handsome! You constantly spit in my face?
दीहं नीससिऊणं तत्तो य मए तया इमं भणियं,किं कहियाए इमाए विहलाए सुयणु! वत्ताए?	If I speak to her while she is asleep, how can she say that I slept when I was away? It's true!"
कहिएण जेण लब्भइ कोवि गुणो,तमिह साहिउं जुत्तं,अन्नह पुण तुसखण्डणसरिसेणं किं नु कहिएणं?	Whatever virtue one may display by saying it, That too with straightforward words, Then why should I not speak of it again In the army of your fragmentary wives?
अविय वोलीणपायकज्जे साहारो कोवि नत्थि कहिएण,गयपाणियम्मि पालीइ बन्धणं कं गुणं लहउ?	Aviya, tell me you can't walk on the riverbank, Can't you see the petals stick to the water?"
दुस्सहदुक्खसमुच्छेयणम्मि उज्जुत्तमाणसस्स तुमे,कीस कयं मह विग्धं पाणच्चायं करेन्तस्स?	You, my brilliant soul, with a whole host of sorrows and aches and pains, Why do you ever want to make me drink poison?
ता मा काहिसि इण्हिम्पि मज्झ विग्घन्ति,ताहि सो भणइ,मा भद्द! कुणसु एवं साहसु मह कारण ताव	Then he says," "Don't be nasty! Be nice and brave - That's my reason."
विन्नायम्मि सरूवे जेण उवाओवि लब्भए कोवि,तत्तो य मए कहिया नीसेसा पुव्ववत्ता से	The more a woman's face looks like a waterfall, the thinner will be my tears.
उल्लम्बणअवसाणा तं सोउं सुप्पइट्ठ! तेणाहं,भणिओ जुवईए कए न हु जुत्तं उत्तमनराण	"Go to sleep, you fool!" "They said." "The jujube is not the only one with a good mind.
एरिसमायरिउं भो! विसेसओ तुम्ह नीइकुसलाण,जीवन्ता जेण नरा कल्लाणपरं परमुविन्ति	"Ah, what a cruel man! You're a disgrace, my dear. If you stay alive, don't worry about the stone because it will ruin your life.
किञ्च धन्नो सि तुमं जस्सत्थि ताव अन्नोन्नवयणसञ्चारो,तह देवयाए वयणं आसाए निबन्धणं अत्थि	How rich can you be When everyone around you is busy inventing new things? God always has a plan for your future.
तह एगनगरवासो अवरोप्परभावजणणसङ्गब्भो,ता कीस कुणसि सोयं,धन्नो तं पुन्नवन्तो य	You simpleton, How can you be so touchy When people from other cities come calling? It's the wealth of your husband."
मह पुण पुन्नविहूणस्स कहवि तद्दंसणम्मि जा आसा,तीएवि हु दालिद्दं तहवि हु धारेमि नियपाणे	When my husband returns home, I hope to see him again. I will arrange for him to stay there until I return."
कित्तियमित्तं दुक्खं हॊन्ते वयणक्कमम्मि तुह भद्द!?,जं मह मणदइयाए ठाणाइं अयाणमाणस्स	How much grief can I bear in front of you!?," That my heart sighs as I place it before your eyes.
तत्तो य मए भणियं साहसु मह ताव निययवुत्तन्तं,ठाणम्पि नेय जाणसि कह णु तुमं नियदइयाए?	So tell me, brother - in - law, When did you decide on your own, And when did you know you were destined?
कम्मि पुरे तुह वासो केणव कज्जेण आगओ एत्थ?,तत्तो य तेण भणियं एगमणो भो! निसामेहि	Are you sure you want to stay here for some reason?, Then tell me," "I'm going to leave in a minute!"
एत्थेव अत्थि सेले बहुविज्जाहरपुरोहपरिकलिए,सुविभत्ततियचउक्कं नाणाउज्जाणरमणीयं	On this day, when thousands of pilgrims gather here to worship the gods, we bow before them in honor of our patron saint."
सुविसालसालकलियं सक्कन्दणपुरवरस्स सारिच्छं,उत्तरसẹ̄धीए पुरं पवरं सुरनन्दणं नाम	Suvisala saṃkalakaliyam is performed on all auspicious days; in the north, the auspicious name" "Suranandana."
साहीणसयलविज्जो विज्जाहरनियरपणयपयकमलो,कमलदलतुल्लनयणो नयणमणाणन्दणो सूरो	A lotus is like a mirror in the sky, Like the lotus on a lotus, Like a mirror illuminated by the rays of the sun
सूरोव्व निहयतेयस्सितेयनिवहो अखण्डियपयावो,दप्पिट्ठवइरिवारणनिवारणे सीहपोयसमो	The sun does not rise, For it is the breath of the sky That keeps the sun from rising.
विज्जाहराण राया सुपसिद्धो चेव सव्वखयराण,पसरन्तविमलकित्ती आसी हरिचन्दनामॊत्ति	"Knowledge is the root of prosperity, Service is the remover of all faults," "goes the saying of the sage who walked on the moonlit night.
सरसिरुहसरिसवयणा नीलुप्पलदलविसालवरनयणा,कमलोयररुइदेहा रयणवई नाम से महिला	A woman named Rayanvayi is born from a lotus root."
सयलोरोहपहाणाए तीए पाणप्पियाए देवीए,समयं तिवग्गसारं विसयसुहं अणुहवन्तस्स	Time is fleeting," whispered the goddess, "And the pleasures of love, like wine, find Fulfillment in her joys.
देवकुमारसरिच्छो अह तीए दारओ समुप्पन्नो,उचियसमए य तेहिं पहञ्जणो नाम से विहियं	Because I see the Son of God standing at the door and closing it, At that very moment I heard a voice calling out"
धूया य बन्धुसुन्दरिनामा असमाणरुवलावन्ना,दोन्निवि ताइं कमसो पत्ताइं जोव्वणं पढमं	Dhuya ya bandhu sundarinaama asamanruvalavanna, both of them have at least read The Leaf of Youth.
अह अन्नया कयाइवि अवरोप्परनेहगरुयभावाणं,एगन्तम्मि ठियाणं उल्लावो तेसिं सञ्जाओ	Oh! my! How strange it is That at every step of the way You seem to be embracing one another.
भणियं पहञ्जणेणं पढमं तुह होइ किञ्चिजमवच्चं,धूया वा तणओ वा तं मह तणयस्स दायव्वं	I suppose you had better wash, dry, or brush your teeth beforehand, or else I might as well brush them away.
अविय तुज्झ महं वा जं होज्ज किम्पि इह पढमगं तु डिम्भरुयं,अवरोप्परसम्बन्धो ताणं अम्हेहिं कायव्वो	"Are you my lover or whatever it is That makes me feel this way Every time you touch me You are acting as if I were your lover.
ता बन्धुसुन्दरीए तहत्ति बहु मन्नियं तयं वयणं,गरुयसहोयरसब्भावनेहअक्खित्तचित्ताए	That her friends are so nice And she gives so much recognition To those with whom she shares a close friendship Makes sense."
एत्तो य अत्थिनयरं वेयड̣धे उत्तराए सẹ̄धीए,सव्वोउयतरुवणसण्डमण्डियं चमरचञ्चन्ति	It is only after this that the hunter's wife replies:" "All the trees in the forest are covered with bees."
तत्थ य खयरनरीसो भाणुगइ नाम अतुल्लसामत्थो,निज्जियअणङ्गरुवो कामिणिजणमाणसाणन्दो	Then the poor girl will say," "My name is Athullasamatho." "With a trembling voice her lover will acknowledge her faults.
हरिचन्दखयरपवरेण नियसुया बन्धुसुन्दरी तस्स,दिन्ना वरपीईए विवाहिआ सायरं तेण	A friend's daughter is nectar - filled with the fragrance of turmeric flowers, And the bridegroom's wife is given to him as a wedding present.
तीइ सुतणूइ समयं अणुहवमाणो उ गरुयपीईए,पञ्चपयारे विसए भाणुगई भुञ्जइ रज्जं	It is only a matter of time before she falls asleep, Tears flow down her cheeks, And starts to twitch."
वच्चन्तेसु दिणेसुं तीए देवीए दारिया जाया,उज्जोइयदिसिवलया उ चित्तलेहत्ति नामेण	The wretched day dawned For her through the streets of Vraja, Which were illuminated by the rays of the sun With the name of Chitta Lehti.
तयणन्तरं च देवी सुन्दरसुविणेहिं सूइय तणयं,सूया सुहतिहिरिक्खे चित्तगइ नाम से विहियं	After the setting sun, The goddess hands over the golden lotus to her husband, Whom she calls by the name of" "Sweetheart."
हरिचन्दोवि हु राया चारणसमणस्स सुमुहनामस्स,पयमूले सोऊणं जिणधम्मं सिद्धिसुहहेउं	I suppose the winter solstice will satisfy my yearning, For when the moon is full It will allow me to enjoy the pleasures Of true love.
निययपए ठविऊणं पहञ्जणं नियसुयं विणिक्खन्तो,संसारवासभीओ निव्विन्नो कामभोगाण	"Destroy yourself, Stop your pretentiousness, Get dressed regularly, And live forever." "- The Creator of Love
सामन्नं काऊणं पयमूले चारणस्स सुमुहस्स,निट्ठवियकम्मजालो,अन्तगडो केवली जाओ	Calm down, silly girl, Just go to the forest, Keep calm, For all the pastures are empty.
जो पहञ्जणोवि हु विज्जाहरनरवई पयाविल्लो,भुञ्जइ जणयविइण्णं रज्जं गयसयलआसङ्को	The dress I am wearing Is like a banner proclaiming victory, Like the bracelet on a woman's thighs That has fallen from grace.
तस्सय सयलन्तेउरपवराओ दुन्नि अग्गमहिसीओ,कलहंसी मञ्जूसा उत्तमवंसप्पसूयाओ	There are clouds of smoke rising from the fire, Mistakes being made for fire, And the midday sun shining brightly.
कलहंसीए जाओ पुत्तो जलणप्पहॊत्ति नामेण,मञ्जूसाए लहुओ पुत्तो कणगप्पहो नामो	Go to quarrels, my son, For the name of the burning chalice may be familiar, But as for me, My son, My name is Kanagappa.
निययसहोयरवयणं सुमरन्ती बन्धुसुन्दरी देवी,नाऊण चित्तलेहं नियधूयं जोव्वणं पत्तं	"Destroyed by fate The goddess of beauty's daughter - in - law, Friendly beauty, Now only a leaf of youth Is to be plucked from the heart.
अह तं भाउयवयणं साहइ दइयस्स भाणुगइणो सा,तत्तो य भाणुगइणा नियधूया चित्तलेहा सा	Oh! the compassionate brother - in - law will help you out, For when he leaves, It's as if he had set his heart on her.
दिन्ना खयरपहञ्जणसुयस्स जेट्ठस्स रूवजुतस्स,जलणपहस्स,तेणवि परिणीया परमपीईए	Dinna khyarapahajan suyas, Jethas ruvajutasa, Jalanapahasa, The third parinaya is the ultimate drink."
सुरनन्दणम्मि नयरे नीया अह तीए नेहसहियाए,सह विसए भुञ्जन्तो चिट्ठइ देवोव्व दियलोए	Surendranammi nayare neeya ah, she is so helpless. With her wiles, Bhunjanto chhitte devoove diyalo
अह अन्नया कयाइवि खयराहिवई पहञ्जणो दट्ठुं,गयणे ससङ्कधवलं देवउलगोरयं गेहं	Oh! what a cruel man you are, Seeing him dressed in such a way As to offend the gods.
अह चिन्तिउं पयत्तो मणोहरो हन्दि! एस आगारो,एयागिईए ता हं कारेमि जिणालयं रम्मं	"Ah, think of it, my poor hand! It's early morning, so I've got to get to work to make sure I win.
मणिकुट्टिमम्मि तत्तो आलिहिउं उज्जओ जया राया,ताव य झत्ति विलीणो पवणहओ जलहरो सव्वो	Manikuttimammi, When Jaya Raya flashed by, Suddenly the rivers merged And the streams were all water.
दठ्ठूणं तं विलीणं खणेण राया विचिन्तए एवं,एवंविहा नराणं लच्छीओ चवलरूवाओ	When he saw her, He could not help thinking:" "She looks just like Raya and behaves as if she were one of his lucky lovers."
जह एसो अब्भलवो खणेण दिट्ठो पुणो पणट्ठॊत्ति,तह सव्वेवि पयत्था खणमित्ताणन्दसञ्जणणा	As this man was brilliant when he saw it and will be again when he sees it, so must everyone else have experienced the pleasure of seeing him.
रूवं च जीवियं जोव्वणं च सव्वेवि बन्धुसम्बन्धा,एवमणिच्चा अव्वो! धिरत्थु संसारवासस्स	Beauty, long life, and youth are all bonds of friendship; this is the way to be! Only by staying in the world."
पच्चक्खं हि अणिच्चं नाऊणवि जं थिरंव मन्नन्ति,विसया ' 'सत्ता सत्ता,एयं अविवेयसामत्थं	The dogma is the same as the adage" "Whatever you desire, have faith." "'Power is power; this is inseparable.
नाऊणवि जिणवयणं आरम्भपरिग्गहेसु वट्टन्ति,कामासत्ता जं पुण अहो! महामोहमाहप्पं	"In the early part of her life She has already conquered many things, But love, Once it's begun, Is something entirely new! It's been a long road.
ता 'लं मम रज्जेणं संसारनिवासहेउभूएण,जाणियजिणिन्दवयणस्स हन्दि! गुरुदुक्खमूलेण	Then my anger will settle, as if it were the only way to live in the world: By sacrificing one's life! The root of all suffering."
ता सावज्जं वज्जिय पव्वज्जाउज्जमं करेमि लहुं,किं मह इमिणा दुग्गइनिबन्धणासाररज्जेण?	Well, I suppose I should decorate the bower in the south, but should I decorate it with bracelets like these?
अन्नं च मज्झ वंसे रज्जं दाऊण निययपुत्ताण,बहवे कयसामन्ना रायाणो पाविया सुगइं	"My husband and I are bound by a tight rope, Destroyed by fate, But when things go wrong It's as if the gods have already ruled.
तव्वंसपसूएण मएवि कायव्वयं इमं तम्हा,इय चिन्तिऊण राया संसइ संनिहियखयराणं	If you think about it, That I can make you happy at least once in my life - That's what love is all about."
एत्थन्तरे सुघोसो चउनाणी चारणो मुणी तत्थ,विरहन्तो सम्पत्तो भवियाण विबोहणट्ठाए	Here are sage's daughters - in - law bathing, There is the sage of pasture, And when separated, Wealth begets imaginary visions of fate.
राया पहञ्जणो अह सुयस्स जलणप्पहस्स अह रज्जं,दाऊण तहा कणगप्पहस्स पन्नत्तिवरविज्जं	The king's wife is wearing a garland of jewels, A flame of fire is burning, And a sheet of emerald smoke rises from her husband's cupped hand.
तत्तो य विणिक्खन्तो सुघोससाहुस्स पायमूलम्मि,अवहाय रायलच्छिं पहञ्जणो खयररायत्ति	That's when Vinikhant, with a pleasant sigh, Stealthily stepped on to my feet, Carefully putting on his royal robes.
जलणप्पहोवि भुञ्जइ रायसिरिं खयरनियरपरिकिन्नो,सयलोरोहपहाणाइ चित्तलेहाइ समयन्ति	The fire that burns is roasted with rice flour, Like the grains of husked rice. When the sky is full of rain clouds It's time for paintings
कणगप्पहोवि साहिय विज्जं पन्नत्तिनामियं विहिणा,विज्जापभावसञ्जायगरुयसामत्थवित्थारो	Through the mud of mud and mud, Through wisdom and the arrow of the God of Love, Together they unravel.
उज्झिय नियवंसकमं अणविक्खिय अयसपडहयं लोए,बहुमन्निय अविवेयं अवियारिय दोग्गइगमणं	In a world dominated by the ignorant, Anxious and uncaring people, Pretending to be ignorant and dishonest.
अणवेक्खिय गुरुभावं अङ्गीकाऊण तह अदक्खिन्नं,रायसिरिलोलुएणं विज्जाबलदप्पभरिएण	To embrace an unseen masterpiece Is to lose sight of what is incomprehensible, Like being struck by a lightning bolt While dancing in the rain.
जलणप्पहस्स जिट्ठस्स भाउणो पिउविदिन्नरज्जपयं,उद्दालियं तु कणगप्पहेण विज्जापभावाओ	Jealousy is the essence of love, But greed is the enemy of wisdom.
तत्तो अहिट्ठियं तं रज्जं सव्वम्पि उग्गतेएण,सामाइणा सव्वो वसीकओ खयरनिउरम्बो	So here we are, with the ropes stretched all the way around us, Doing our best to avoid falling over."
नीसारिओ सभूमीओ ताहि जलणप्पहो कणिट्ठेण,नयरम्मि चमरचञ्चे समागओ ससुरपासम्मि	"Everyone is poor, So do not burn yourselves with the kitchen fire. The fire of love gathers around your father - in - law's bedchamber.
बहुमाणपुव्वयं सो पवेसिओ नियपुरम्मि ससुरेण,भाणुगइराइणा अह समयं चिय चित्तलेहाए	With great difficulty he reached his mother - in - law's house, Who in her spare time distracted herself with gossip."
अह परमपमोएणं तहिं वसन्तस्स सुरनयरम्मि,भो चित्तवेग! तस्स उ वोलीणा वासरा कइवि	"Oh, my dear, The spring is so fragrant By the way, And so is the spirit! Once there it will wilt. So will all the other flowers.
अह अन्नया कयाइवि जलणपहो सालएण सञ्जुत्तो,चित्तगइनामएणं नीहरिओ ताओ नयराओ	Ah! the fire that burns in the forest Is quenched by the rain, And the blue sky is absent from my mind.
पेच्छन्तो बहुविहउववणांइ रमणीयतरुसणाहाइं,भारण्डचक्कमण्डियपसन्नजलदीहियानिवहं	You will see them all decked out in beautiful robes, Like a river in spate When full of water Circles the earth.
पसरियसियभासाइं पेच्छन्तो गिरिवरस्स सिहराइं,किन्नरमिहुणसुसङ्गकयलीहरविहियसोहम्मि	The hunter's wife looks down at the hillside So that he can see the heights of the mountain, While the eunuchs rejoice At the sight of their beloved wife.
अइकलकूइयकलयण्ठिलट्ठकोलाहलाभिरमणीए,परिभमिरभमरनिउरम्बगरुयझङ्कारमहुरम्मि	With a trembling voice, Like the echo of a clap of thunder, I bow before you, Surrounded by clouds of fire.
एगम्मि वणनिगुञ्जे फलभरविणमन्तदुमसयाइन्ने,पत्तो सकोउगेणं समयं चिय चित्तगइणा उ	It is time for the trees to blossom, For the shrubs to sprout new shoots, And the flowers to bear fruit.
वायन्तमउयमारुयहल्लन्तसुपल्लवोहसोहिल्लं,पेच्छइ रत्तासोयं महुयरिगणविहियहलबोलं	The wind stirs the sky, Loud with the rays of the sun, And the moon looks on, Like a mass of bees thronging the sky.
तस्स य अहे निविट्ठो कञ्चणपउमम्मि मुणिवरो दिट्ठो,विज्जाहरनरकिन्नरसुरविसरेणं नमिज्जन्तो	There you are, staring at your dead mother - in - law's face Which is blackened by the sun's rays Which trickle down from the night sky."
उप्पन्नविमलकेवलनाणो अह सुरवरेहिं थुव्वन्तो,आसन्ने उण जलणप्पहेण सो पच्चभिन्नाओ	A swarm of gnats hovers over him, Sucking in his breath between clenched teeth: As if he'd had a heart attack.
सो एसो मज्झ पिया पहञ्जणो नाम मुणिवरो एवं,सिट्ठम्मि चित्तगइणो तत्तो ते दोवि हरिसेण	So, my dear, the name of the couple is Munivar and they both look so happy when they sit down and sing."
ति पइक्खिणिउं सम्मं हरिसवसुट्ठन्तबहलरोमञ्चा,पणमियकेवलिचलणा विणिविट्ठा धरणिवट्ठम्मि	The earth teems with bees, Crested on the rocky face of the mountain, Running smoothly until it bursts open.
निज्जियसनीरजीमूयघोसगम्भीरभारईए तओ,तीइ परिसाइ भयवं पारद्धो देसणं काउं	In this wretched world of ours, So heavy is the burden of grief, And so frightening is the fate of the earth.
अविय गयकलहकन्नचवला लच्छी मणुयाणमाउमणिच्चं,जोव्वणमवि मणुयाणं सहसत्ति जरा अभिद्दवइ	Aunt, A man with a long necklace Looks like a woman with plump breasts. The youthful woman shows her a hundredfold."
रोगसयपीडियं तम्पि जोव्वणं जाइ जीवलोगम्मि,इट्ठवियोगा 'णिट्ठप्पओगदुक्खेहिं केसिञ्चि	Illness, brother, As long as you are young Your life goes on Like this:" "Stop being angry, It can't get any worse."
अइपरिमियम्मि चवले रोगजरासोगवाहिपउरम्मि,जीवाण जोव्वणे एरिसम्मि को नाम पडिबन्धो?	My dear, Who would like to be called a pathologist If his illness is contagious, Because he has contracted the virus While still young?
विसया कुगइनिमित्तं उवभुत्ता तुच्छगा तहा तेवि,विरसा सइ अवसाणे तेसु तओ को व पडिबन्धो?	If he despises you on account of your wretchedness, then, inasmuch as you despise him, who is going to forgive you for being so indifferent?
इय संसारे सारं जं किर पडिहासए विवज्जासा,तम्पि हु दुहसयहेउत्ति जाणिउं कुणह जिणधम्मं	In this world, whatever you do, Be discreet, brother, As long as you are polite, And know how to live."
जं दुलहा सामग्गी एसा तुब्भेहिं भवसमुद्दम्मि,पत्ता अपत्तपुव्वा ता मा तं निप्फलं नेह	When the bridegroom has offered her husband such a thing, Never mind the consequences."
